Znumber,smiles,score
Z1203241726,COC1CN(C(=O)c2cn(-c3ccccc3)nc2-c2cccnc2)C1,-8.216
Z128086498,CC(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1nnc2ccccn12,-8.506
Z229235170,O=C(NCCC(=O)N1CCCC1)c1cc(-c2ccccc2)nc2c1cnn2Cc1ccco1,-9.568
Z1037939812,Cc1ccc(C(=O)Nc2cc(C(=O)N3CCCCC3)ccc2Cl)o1,-8.697
Z1227522997,COc1ccccc1NC(=O)C1=C(C)N=C2N=C(SCc3ccccc3)NN2C1c1ccncc1,-8.689
Z18885559,NC(=O)COC(=O)c1cccnc1Nc1cccc(C(F)(F)F)c1,-8.052
Z234860216,O=C(NCc1ccco1)c1cc(-c2cccnc2)nc2c1cnn2Cc1ccccc1Cl,-10.336
Z94572736,O=C1COc2ccc(C(=O)C=Cc3ccc(OC(F)F)cc3)cc2N1,-8.565
Z227429876,CCCn1c(CSc2ncn(-c3ccccc3)n2)nc2cc(S(=O)(=O)N(C)C)ccc21,-9.837
Z91879174,Cc1ccc(C(NC(=O)CSc2nnc[nH]2)c2cccs2)cc1,-8.02
Z968524204,CCOC(=O)Cn1ccc2cc(NC(=O)c3sc(-c4ccccc4)nc3C)ccc21,-8.717
Z86212654,CC(NC(=O)Nc1ccc(F)cc1F)c1ccc(-n2cncn2)cc1,-8.731
Z254387106,Cc1ccc(C(CNC(=O)c2cc(Cl)c[nH]2)N2CCOCC2)o1,-7.705
Z16427126,O=C(CSc1nnc(-c2ccccc2F)n1CCc1ccccc1)c1ccc[nH]1,-9.892
Z987964770,O=C(Nc1cccc(OCCn2cccn2)c1)NC1CCSCC1,-7.544
Z25181441,COc1ccccc1NC(=O)c1ccc(NC(=O)COc2ccc(-n3cnnn3)cc2)cc1,-9.16
Z118811128,O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1occc1-c1ccccc1,-9.479
Z19871234,COc1ccc(-n2c(SCC(=O)N3CCCCCC3)nnc2-c2ccc(Cl)cc2)cc1,-12.106
Z119820616,Cc1[nH]c(=O)c(C#N)c(C)c1CCC(=O)Nc1nnc(C(C)C)s1,-8.113
Z204342158,O=C(C=Cc1cccs1)Nc1cc(-c2cccc([N+](=O)[O-])c2)sc1C(=O)O,-8.802
Z79434439,Cc1cc(C=CC(=O)N2CCOCC2)c(C)n1-c1ccnn1C(C)C,-8.202
Z51170832,O=C(OCc1nc(-c2cccs2)no1)c1ccc2ccccc2n1,-8.37
Z1139562831,Cn1cc(CNC2CCc3ncnn3C2)c(-c2ccncc2)n1,-8.871
Z16254229,O=C(CSc1nnc(-c2ccc3c(c2)OCO3)n1-c1ccccc1)c1ccc[nH]1,-9.198
Z369933958,O=C(NCc1ccccc1)Nc1ccc2oc(C3CC3)nc2c1,-8.319
Z24578166,CC(C)(C)c1ccc(OCc2nnc(SCC(=O)N3CCC(c4ccccc4)=N3)n2N)cc1,-8.913
Z235446856,Cc1nn(C)c2nc(C3CC3)cc(C(=O)Nc3ccccc3O)c12,-9.249
Z373317194,O=C(c1ccoc1)N1CCN(c2ncnc3cc(-c4ccc(F)cc4)sc23)CC1,-10.022
Z100642558,CN(C)C(=O)c1cn(C)nc1-c1ccc2c(c1)OCCCO2,-12.773
Z166819076,O=C(NCc1cn2ccccc2n1)c1ccc2c(=O)n(-c3ccccc3)c(=O)[nH]c2c1,-10.171
Z56795653,c1ccc(OCc2nc3c4c(-c5ccccc5)c(-c5ccccc5)oc4ncn3n2)cc1,-10.382
Z28468306,Cc1c(C(=O)Nc2ccnn2C2CCCC2)oc2c(Cl)cccc12,-9.2
Z228032620,CCN(CC)CCn1c(NC(=O)c2ccc(OCC(F)(F)F)nc2)nc2ccccc21,-8.038
Z913725738,COc1ccc(C(=O)N2CCCC2)cc1NC(=O)CC1CCCC1,-8.296
Z412774176,CC(CCc1ccc(O)cc1)NC(=O)Nc1ccc(NC(=O)c2ccco2)cc1,-8.934
Z199055452,Nc1nc(-c2ccccc2)c2cc(C(=O)c3ccccc3O)cnn12,-10.796
Z139671368,CCn1c(CNc2ccc3c(C)cc(=O)oc3c2)nc2cc(S(=O)(=O)N3CCCCC3)ccc21,-10.538
Z24778709,O=C(COc1cccnc1[N+](=O)[O-])Nc1ccc2c(c1)OCCO2,-7.693
Z283846026,CN(Cc1ccc(F)cc1F)C(=O)c1cc(-c2ccccc2)nc2c1cnn2Cc1ccncc1,-10.349
Z450112784,CC(C)CNC(=O)c1nn(-c2ccc(F)c(F)c2)c2c1CCC2,-9.001
Z56791351,Cc1cc(C=NNc2nc(-c3ccc(F)cc3)cs2)c(C)n1-c1cc(Cl)ccc1Cl,-9.057
Z96018682,CC(C)C(NC(=O)c1ccc(CNC(N)=O)cc1)c1ccccc1,-8.429
Z1090594860,CCOCCCn1c(NC(=O)c2ccc3c(c2)CCN3C(C)=O)nc2ccccc21,-8.45
Z1067269008,CN(C)C(=O)Cn1cc(NC(=O)c2ccc3cc[nH]c3c2)cn1,-7.889
Z19512617,O=C(CSc1nnc(-c2c[nH]c3ccccc23)n1-c1ccc(Cl)cc1)N1CCCC1,-9.507
Z826713788,Cc1cc(NC(=O)C=Cc2csc(C)n2)n(CCC#N)n1,-6.936
Z166962724,O=C(NCCCN1CCOCC1)c1cc(-c2ccccc2)nc2c1cnn2Cc1cccc(F)c1,-10.348
Z244011694,CN(C)C(CNC(=O)C1=Cc2ccccc2OC1)c1ccco1,-8.122
Z226430254,O=C(CCNC(=O)c1ccco1)Nc1ccc2nc(N3CCCC3)sc2c1,-8.133
Z154098858,CCOC(=O)c1c(C)oc2ncn(Cc3cccc(F)c3F)c(=O)c12,-9.493
Z114950222,COc1cc(C=CC(=O)c2ccc3c(c2)NC(=O)CO3)ccc1O,-8.865
Z32811942,Cc1noc(C)c1COc1ccc(C(=O)NCCCn2ccc3ccccc32)cc1,-9.646
Z220421452,CC(Nc1ccc2nnnn2n1)c1ccc2c(c1)CCCC2,-9.883
Z1251687771,Cc1cc(C(=O)Nc2nc3ccccc3n2C2CCCC2)nn1C,-9.122
Z647976584,CCOC(=O)c1c(C)[nH]c(C(=O)NC(C)Cn2ccnc2)c1C,-6.913
Z296452432,CC(C)(C)OC(=O)N1CCc2nc(NC(=O)c3csc(-c4ccco4)n3)sc2C1,-8.584
Z68435865,O=C(Nc1nc2c(s1)CN(Cc1ccccc1)CC2)c1cc2c(nc3sccn32)s1,-9.674
Z381180216,Cc1nnc(NC(=O)C2CC(c3cccc(F)c3)=NO2)s1,-8.268
Z228519880,Cc1cc(COC(=O)c2cc(-c3ccccc3)nc3c2cnn3Cc2ccccc2)no1,-9.759
Z383786992,O=C(Nc1cccc(COc2cccc(F)c2)c1)c1ccc(=O)[nH]n1,-8.818
Z204342356,O=C(Nc1cc(-c2cccc([N+](=O)[O-])c2)sc1C(=O)O)c1ccc2c(c1)OCCO2,-9.585
Z33270206,Cc1nc2ccc(NC(=O)CNC(=O)c3ccccc3F)cc2s1,-8.91
Z164941068,O=C1CCc2cc(C(=O)Nc3nnc(SCc4c(Cl)cccc4Cl)s3)ccc2N1,-9.584
Z56863397,Cc1cc(=O)[nH]c(SCC(=O)c2ccc3c(c2)NC(=O)CO3)n1,-8.658
Z116386688,O=C(NCCCN1CCCC1=O)c1cc(-c2ccccc2)nc2c1cnn2Cc1cccc(F)c1,-10.2
Z449311908,O=C(NCCc1ccc2c(c1)OCO2)N1CCC1c1ccccc1,-7.922
Z16158532,COc1ccc(Nc2nc(COC(=O)CNS(=O)(=O)c3ccc(C)c(C)c3)cs2)cc1,-8.44
Z412775020,O=C(NCCSCc1ccccc1)Nc1ccc(NC(=O)c2ccco2)cc1,-8.416
Z1119644111,COc1ccc(-c2nc(CNC(=O)C3=NN(C)C(=O)CC3)n[nH]2)cc1,-8.283
Z52005969,CC(C)n1ncc2c(C(=O)N3CCN(c4ccc(F)cc4)CC3)cc(-c3ccccc3)nc21,-10.907
Z30903878,CC(=O)c1ccc(-c2ccc(C(=O)Nc3cc(F)ccc3C)o2)cc1,-9.589
Z434613616,O=C(NCc1ccc(Cn2cccn2)cc1)Nc1ccc(NC(=O)c2ccccc2)cc1C(F)(F)F,-9.369
Z30166588,Cc1nn(-c2ccccc2)c2sc(C(=O)NCc3ccccn3)cc12,-8.859
Z226257158,COc1ccc(C=Cc2noc(C)c2NC(=O)c2cccs2)cc1,-8.272
Z29956667,CCOC(=O)c1sc(-c2cccc([N+](=O)[O-])c2)cc1NC(=O)CCc1ccccc1,-9.053
Z218238558,O=C(NCc1ccc(-c2nc3ccccc3s2)o1)c1ccco1,-8.561
Z119992430,Cc1ccc2nc(-c3ccc(Nc4nnc(Cc5csc(C)n5)s4)cc3)sc2c1,-9.14
Z297331992,CC(=O)Nc1ccc(F)c(NC(=O)c2cncn2-c2ccccc2)c1,-8.354
Z62746884,COc1cc(NC(=O)c2ccccc2)c(OC)cc1NC(=O)COc1ccc(-c2nnco2)cc1,-9.672
Z1131322534,CCc1cccc2c(C(=O)N3CCCC(n4cccn4)C3)c[nH]c12,-9.396
Z275500628,CCn1c(CSc2nnc(-c3sc(C)nc3C)o2)nc2cc(S(=O)(=O)N(C)C)ccc21,-8.274
Z238688270,CC1CN(CCCNc2ccc([N+](=O)[O-])c3nonc23)CC(C)O1,-7.511
Z29076459,CCCn1c(NC(=O)c2ccc3c(c2)NC(=O)C(C)S3)nc2ccccc21,-9.242
Z30888972,C=CCN1C(=O)c2ccc(C(=O)Nc3cc(C)cc(C)c3)cc2C1=O,-9.539
Z193270258,Cc1noc(C)c1CCC(=O)Nc1nc2cc(C(F)(F)F)ccc2n1Cc1ccco1,-9.122
Z729847414,O=[N+]([O-])c1ccc(Nc2cccc(N3CCCC3)c2)c([N+](=O)[O-])c1,-8.609
Z1323958075,Cc1occc1CNC(=O)c1cc(-c2cccnc2)nc2c1cnn2Cc1cccnc1,-10.323
Z381174904,N#Cc1ccc(NC(=O)c2ccn(-c3ccc(F)cc3)n2)cc1,-8.619
Z19982748,COc1cccc(-c2nnc(SCC(=O)N3CCOCC3)n2-c2ccc(C)cc2)c1,-9.059
Z955208208,CC(SCc1nc2c(c(=O)[nH]c(=O)n2C)n1C)c1ccccc1F,-8.813
Z28274665,O=C(NCCCN1CCCC1=O)c1ccc(OCc2ccccc2)cc1,-7.904
Z453887798,CCCn1nc(C(=O)Nc2cc(F)ccc2C(=O)OC)ccc1=O,-7.63
Z56826603,COc1ccccc1NC(=O)c1ccc(NC(=S)NC(=O)c2ccc(F)cc2)cc1,-9.056
Z228464750,N#Cc1ncn(CC(=O)Nc2sc3c(c2C#N)CCCC3)n1,-7.713
Z19585008,Cc1cccc(-n2c(SCC(=O)N3CCOCC3)nnc2-c2c[nH]c3ccccc23)c1,-8.447
Z28522952,Cc1onc(-c2ccccc2)c1C(=O)NC(C)c1ccc(F)cc1F,-9.395
Z116345678,O=C(NCC1CCCO1)c1cc(-c2ccccc2)nc2c1cnn2Cc1ccncc1,-9.57
Z362690030,Cc1ccccc1C(=O)Nc1cccc(Cn2ccnc2)c1,-8.381
Z289107408,COC(=O)CNC(=O)c1ccc(NC(=O)c2cc(-c3ccc(Cl)cc3)on2)cc1,-8.192
Z236079428,Cc1nc2c(C(N)=O)ncn2c(C)c1CCC(=O)Nc1ccc(NC(=O)c2ccco2)cc1,-8.448
Z1081090404,CC(C)c1noc(-c2ccccc2C(=O)Nc2cccc(F)c2F)n1,-9.12
Z373353716,COc1ccccc1C(=O)N1CCN(c2ncnc3cc(-c4ccc(F)cc4)sc23)CC1,-9.841
Z368894682,c1ccc(C2c3cccn3CCN2Cc2nc(C3CC3)no2)cc1,-8.164
Z16403278,Cc1cc(C(=O)CSc2nnc(COc3ccccc3Cl)o2)c(C)n1-c1ccccc1,-8.22
Z1132002096,Cc1ccnc(NC(=O)CN(C)CC(=O)Nc2c(C)n[nH]c2C)c1,-7.362
Z19512301,CCC1CCCCN1C(=O)CSc1nnc(-c2c[nH]c3ccccc23)n1-c1ccc(Cl)cc1,-9.426
Z1002490390,CNC(=O)NC(=O)CCN1CCCC(C(=O)Nc2cccc(C)n2)C1,-8.18
Z19982226,COc1cccc(-c2nnc(SCC(=O)N3CCCC3=O)n2-c2ccc(C)cc2)c1,-8.703
Z908093290,Cc1cc(NC(=O)c2cc3ccccc3n2C)n(CCC#N)n1,-8.091
Z98713016,O=C(CSc1nnc(-c2c[nH]c3ccccc23)n1-c1ccc(Cl)cc1)N1CCOC1=O,-9.341
Z225596124,Cc1[nH]c(S)nc(=O)c1CCC(=O)Nc1cccc(C(C)C)c1,-8.307
Z54635359,CCn1c(CSc2nnc(-c3cccs3)o2)nc2cc(S(=O)(=O)N(C)C)ccc21,-8.068
Z873732192,CC(C)(C)n1c(NC(=O)c2cc(C(N)=O)cs2)nc2ccccc21,-8.378
Z433536698,CC(Cn1ccnc1)NC(=O)Nc1ccc(NC(=O)C2CCCO2)cc1C(F)(F)F,-8.055
Z927345340,O=C(CC1C(=O)Nc2ccccc21)Nc1ccccc1N1CCCCC1,-9.065
Z25066256,CC(=O)Nc1ccc(SCC(=O)Nc2ccc(OCc3ccccc3)cc2)cc1,-8.498
Z810583238,Cc1cnn(CCC(=O)Nc2ccc(-n3ccnc3C)c(F)c2)c1,-7.955
Z434610754,COCCOc1ccc(CNC(=O)Nc2ccc(NC(=O)c3ccccc3)cc2C(F)(F)F)cc1,-8.533
Z114950198,COc1ccc(C=CC(=O)c2ccc3c(c2)NC(=O)CO3)cc1,-8.983
Z56874404,CCOC(=O)c1c(-c2ccccc2)oc2ccc(OCC(O)CN3CCCCC3)cc12.Cl,-9.258
Z1139269112,O=C(CN1CCN(c2ccc3nncn3n2)CC1)Nc1ccncc1,-7.786
Z108929700,CCCn1c(NC(=O)C2CCCN(S(=O)(=O)c3cccs3)C2)nc2ccccc21,-9.472
Z52652203,Cc1ccc(C)n1NC(=O)c1ccc(OCC(=O)Nc2ccc(Cl)cc2F)cc1,-9.015
Z392432232,COC(=O)c1cnc(NC(=O)c2cc(-c3ccccc3)no2)s1,-7.761
Z816593716,Cc1ccc(C=CC(=O)Nc2ccc(NC(=O)c3cnoc3C)cc2)o1,-8.997
Z30346213,O=C(Nc1c(C(=O)c2ccco2)oc2ccccc12)c1ccccc1,-9.554
Z169847702,O=C(Nc1cc2c(cc1Cl)OCO2)c1ccc(-n2cccn2)cc1,-9.39
Z1070147916,O=C(Nc1nc2cc(Cl)ccc2n1CCCc1ccccc1)c1ccc(N2CCOCC2)nc1,-10.082
Z644675090,CC(=O)NC1CCCN(CCCc2nnnn2-c2ccccc2)C1,-7.912
Z288515254,COc1cc(C(=O)NCCCN2CC(C)OC(C)C2)cc(OC)c1OCc1ccccc1,-8.489
Z297739110,CCCCN1C(=O)C(=O)N(Cc2nc(-c3ccco3)no2)C1=O,-7.408
Z29076846,CCCn1c(NC(=O)c2oc3ccccc3c2COC)nc2ccccc21,-9.12
Z287985592,C#Cc1cccc(NC(=O)c2cccc(NC(=O)C3CCCO3)c2)c1,-8.659
Z751330278,Cc1c(C(=O)Nc2ccc(NC(=O)c3ccco3)c(Cl)c2)oc2ccc(Cl)cc12,-9.599
Z27673197,O=C(CCNC(=O)c1ccc([N+](=O)[O-])cc1)Nc1ccc(OCc2ccccc2)cc1,-8.523
Z1141047029,Cc1nnc2n1CCN(CCC(=O)Nc1ccnn1C1CCCC1)C2,-8.251
Z204342414,Cc1noc(C)c1CCC(=O)Nc1cc(-c2cccc([N+](=O)[O-])c2)sc1C(=O)O,-8.682
Z1148512928,Cc1cc(C(=O)Nc2ccccc2NC(=O)Cc2cccs2)[nH]n1,-8.387
Z57110413,O=C(Nc1cccc(Cl)c1)c1ccc(Nc2nc(-c3ccccc3)c3cc(Cl)ccc3n2)cc1,-10.021
Z434841286,COc1ccc(Oc2ncccc2NC(=O)N2CCNC(=O)C2)cc1,-8.406
Z935049818,O=C(Nc1ccc(Cn2cnc3ccccc32)cc1)c1csnn1,-8.74
Z433748528,O=C(NCCCCN1CCOCC1)Nc1cccc(CN2CCOC2=O)c1,-7.785
Z68610114,COc1ccc(C(=O)Nc2ccc3c(c2)CCC3)c(O)c1,-8.999
Z56830808,O=C(CSc1nnc(-c2c(Cl)sc3ccccc23)n1-c1ccccc1)c1cccs1,-7.869
Z48853050,Cc1sc(NCC2CCCO2)nc1-c1ccc(F)c(F)c1,-8.298
Z15868946,O=C(COc1ccc(NC(=O)c2ccccc2)cc1)Nc1ccc(N2CCOCC2)cc1,-8.394
Z30819627,CSc1cccc(N2CC(C(=O)Nc3nc(C)cs3)CC2=O)c1,-8.469
Z64887321,COc1ccc([N+](=O)[O-])cc1NCC(=O)Nc1ccc(C(N)=O)cc1,-7.749
Z392524588,COC(=O)c1cc(N2CCOCC2)ccc1NC(=O)c1sc(-c2ccc(C)o2)nc1C,-8.743
Z30508551,O=C(NCC(O)c1ccc([N+](=O)[O-])cc1)c1ccc2ncsc2c1,-8.212
Z92150117,Cc1nn(C)c(C)c1NC(=O)CN1C(=O)NC(Cc2c[nH]c3ccccc23)C1=O,-9.212
Z1021669654,COc1ccc(-c2noc(=O)n2CCCn2cncn2)cc1OC,-7.18
Z443973312,CC(C(=O)Nc1ccc(NC(=O)c2cc(-c3cccnc3)on2)cc1)n1cncn1,-8.569
Z105489474,Cc1cc(F)ccc1NCc1nnc2n(C)c(=O)c3ccccc3n12,-10.46
Z62786680,Cc1ccccc1C(C)NC(=O)CCc1c(C)nc2ncnn2c1C,-8.859
Z29076765,CCCn1c(NC(=O)c2ccc3c(=O)n4c(nc3c2)CCC4)nc2ccccc21,-10.108
Z995373390,O=C(Cn1c(-c2ncccn2)noc1=O)NCc1ccco1,-7.198
Z131287106,CCN(CC)CCn1c(NC(=O)c2nc(C)n(-c3ccc(F)cc3)n2)nc2ccccc21,-9.696
Z44397762,COc1ccc(-c2ccc(C=C3NC(=S)NC3=O)o2)c([N+](=O)[O-])c1,-8.497
Z953859348,Cc1cc(CNC(=O)Nc2ccc3oc(-c4cc(F)ccc4Br)nc3c2)on1,-9.413
Z336559962,COc1ncccc1CNC(=O)NCc1coc(-c2cccs2)n1,-7.281
Z204342424,O=C(CCc1cccs1)Nc1cc(-c2cccc([N+](=O)[O-])c2)sc1C(=O)O,-8.463
Z26332916,O=C(CN1C(=O)c2cccc3cccc1c23)NCc1ccc(F)cc1,-9.33
Z413175002,CN(C)C(=O)COc1ccc(NC(=O)NCCc2ccc3c(c2)OCO3)cc1,-8.019
