Znumber,rank_id,confidence,center_distance,file,mol_pred_loaded,sanitization,all_atoms_connected,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,double_bond_flatness,internal_energy,all_pass
Z103710848,5,1.44,1.0789182754465847,results_fda/Z103710848_cyes/rank5_confidence-1.44.sdf,1,1,1,1,1,1,1,1,1,1
Z103710848,6,1.67,3.715487695727952,results_fda/Z103710848_cyes/rank6_confidence-1.67.sdf,1,1,1,1,1,1,1,1,1,1
Z103710848,7,1.87,4.701765870593146,results_fda/Z103710848_cyes/rank7_confidence-1.87.sdf,1,1,1,1,1,1,1,1,1,1
Z103710848,8,2.02,16.143420469038126,results_fda/Z103710848_cyes/rank8_confidence-2.02.sdf,1,1,1,1,1,1,1,1,1,1
Z103710848,9,4.07,14.70200010911043,results_fda/Z103710848_cyes/rank9_confidence-4.07.sdf,1,1,1,1,1,1,1,1,1,1
Z104343004,10,0.51,1.632290940394765,results_fda/Z104343004_cyes/rank10_confidence-0.51.sdf,1,1,1,1,1,1,1,1,1,1
Z104343004,1,0.01,1.705204518839113,results_fda/Z104343004_cyes/rank1_confidence0.01.sdf,1,1,1,1,1,1,1,1,1,1
Z104343004,2,0.01,1.774616572094048,results_fda/Z104343004_cyes/rank2_confidence0.01.sdf,1,1,1,1,1,1,1,1,1,1
Z104343004,3,0.01,1.727529565171774,results_fda/Z104343004_cyes/rank3_confidence-0.01.sdf,1,1,1,1,1,1,1,1,1,1
Z104343004,4,0.01,1.6841840792139016,results_fda/Z104343004_cyes/rank4_confidence-0.01.sdf,1,1,1,1,1,1,1,1,1,1
Z104343004,5,0.01,1.6408584857516892,results_fda/Z104343004_cyes/rank5_confidence-0.01.sdf,1,1,1,1,1,1,1,1,1,1
Z104343004,6,0.02,1.6752113189682445,results_fda/Z104343004_cyes/rank6_confidence-0.02.sdf,1,1,1,1,1,1,1,1,1,1
Z104343004,7,0.02,1.7263072560643222,results_fda/Z104343004_cyes/rank7_confidence-0.02.sdf,1,1,1,1,1,1,1,1,1,1
Z104343004,8,0.19,1.319628212281145,results_fda/Z104343004_cyes/rank8_confidence-0.19.sdf,1,1,1,1,1,1,1,1,1,1
Z104343004,9,0.42,1.4087470741544863,results_fda/Z104343004_cyes/rank9_confidence-0.42.sdf,1,1,1,1,1,1,1,1,1,1
Z104472374,10,2.38,1.4419394220743478,results_fda/Z104472374_cyes/rank10_confidence-2.38.sdf,1,1,1,1,1,1,1,1,1,1
Z104472374,1,0.07,4.377710806247953,results_fda/Z104472374_cyes/rank1_confidence-0.07.sdf,1,1,1,1,1,1,1,1,1,1
Z104472374,2,0.07,1.164456477921885,results_fda/Z104472374_cyes/rank2_confidence-0.07.sdf,1,1,1,1,1,1,1,1,1,1
Z104472374,3,0.26,0.5757017131011489,results_fda/Z104472374_cyes/rank3_confidence-0.26.sdf,1,1,1,1,1,1,1,1,1,1
Z104472374,4,0.88,1.7509428817285209,results_fda/Z104472374_cyes/rank4_confidence-0.88.sdf,1,1,1,1,1,1,1,1,1,1
Z104472374,5,0.95,1.9638319593049276,results_fda/Z104472374_cyes/rank5_confidence-0.95.sdf,1,1,1,1,1,1,1,1,1,1
Z104472374,6,1.13,1.7649663780379243,results_fda/Z104472374_cyes/rank6_confidence-1.13.sdf,1,1,1,1,1,1,1,1,1,1
Z104472374,7,1.38,0.9454488065912368,results_fda/Z104472374_cyes/rank7_confidence-1.38.sdf,1,1,1,1,1,1,1,1,1,1
Z104472374,8,1.45,2.243741029998048,results_fda/Z104472374_cyes/rank8_confidence-1.45.sdf,1,1,1,1,1,1,1,1,1,1
Z104472374,9,2.18,1.880637163795769,results_fda/Z104472374_cyes/rank9_confidence-2.18.sdf,1,1,1,1,1,1,1,1,1,1
Z104472524,10,3.16,15.094022859038336,results_fda/Z104472524_cyes/rank10_confidence-3.16.sdf,1,1,1,1,1,1,1,1,1,1
Z104472524,1,0.28,1.8284141711838244,results_fda/Z104472524_cyes/rank1_confidence0.28.sdf,1,1,1,1,1,1,1,1,1,1
Z104472524,2,0.19,1.7831219929908275,results_fda/Z104472524_cyes/rank2_confidence0.19.sdf,1,1,1,1,1,1,1,1,1,1
Z104472524,3,0.12,1.797057948128156,results_fda/Z104472524_cyes/rank3_confidence0.12.sdf,1,1,1,1,1,1,1,1,1,1
Z104472524,4,0.76,1.5363863142960927,results_fda/Z104472524_cyes/rank4_confidence-0.76.sdf,1,1,1,1,1,1,1,1,1,1
Z104472524,5,0.85,28.986918592719352,results_fda/Z104472524_cyes/rank5_confidence-0.85.sdf,1,1,1,1,1,1,1,1,1,1
Z104472524,6,1.16,3.230382247663824,results_fda/Z104472524_cyes/rank6_confidence-1.16.sdf,1,1,1,1,1,1,1,1,1,1
Z104472524,7,2.11,30.058662188036436,results_fda/Z104472524_cyes/rank7_confidence-2.11.sdf,1,1,1,1,1,1,1,1,1,1
Z104472524,8,2.58,2.185086404044946,results_fda/Z104472524_cyes/rank8_confidence-2.58.sdf,1,1,1,1,1,1,1,1,1,1
Z104472524,9,3.08,28.61850181390511,results_fda/Z104472524_cyes/rank9_confidence-3.08.sdf,1,1,1,1,1,1,1,1,1,1
Z104472626,10,1.15,0.9763957137322922,results_fda/Z104472626_cyes/rank10_confidence-1.15.sdf,1,1,1,1,1,1,1,1,1,1
Z104472626,1,0.73,1.7419903129941894,results_fda/Z104472626_cyes/rank1_confidence-0.73.sdf,1,1,1,1,1,1,1,1,1,1
Z104472626,2,0.78,1.787166271800743,results_fda/Z104472626_cyes/rank2_confidence-0.78.sdf,1,1,1,1,1,1,1,1,1,1
Z104472626,3,0.81,1.6931876735967784,results_fda/Z104472626_cyes/rank3_confidence-0.81.sdf,1,1,1,1,1,1,1,1,1,1
Z104472626,4,0.83,1.1627150660790788,results_fda/Z104472626_cyes/rank4_confidence-0.83.sdf,1,1,1,1,1,1,1,1,1,1
Z104472626,5,0.93,1.6173075205488034,results_fda/Z104472626_cyes/rank5_confidence-0.93.sdf,1,1,1,1,1,1,1,1,1,1
Z104472626,6,0.95,1.2414775270300202,results_fda/Z104472626_cyes/rank6_confidence-0.95.sdf,1,1,1,1,1,1,1,1,1,1
Z104472626,7,1.02,1.3925763916252225,results_fda/Z104472626_cyes/rank7_confidence-1.02.sdf,1,1,1,1,1,1,1,1,1,1
Z104472626,8,1.03,1.3280371883286,results_fda/Z104472626_cyes/rank8_confidence-1.03.sdf,1,1,1,1,1,1,1,1,1,1
Z104472626,9,1.07,1.436437791238775,results_fda/Z104472626_cyes/rank9_confidence-1.07.sdf,1,1,1,1,1,1,1,1,1,1
Z104473074,10,8.85,20.32121360997781,results_fda/Z104473074_cyes/rank10_confidence-8.85.sdf,1,1,1,1,1,1,1,1,1,1
Z104473074,1,0.43,1.511548639596023,results_fda/Z104473074_cyes/rank1_confidence-0.43.sdf,1,1,1,1,1,1,1,1,1,1
Z104473074,2,0.55,2.060914583399854,results_fda/Z104473074_cyes/rank2_confidence-0.55.sdf,1,1,1,1,1,1,1,1,1,1
Z104473074,3,0.67,2.089159128223426,results_fda/Z104473074_cyes/rank3_confidence-0.67.sdf,1,1,1,1,1,1,1,1,1,1
Z104473074,4,0.71,1.854507381405021,results_fda/Z104473074_cyes/rank4_confidence-0.71.sdf,1,1,1,1,1,1,1,1,1,1
Z104473074,5,0.77,2.029285431600037,results_fda/Z104473074_cyes/rank5_confidence-0.77.sdf,1,1,1,1,1,1,1,1,1,1
Z104473074,6,0.88,1.964299232321492,results_fda/Z104473074_cyes/rank6_confidence-0.88.sdf,1,1,1,1,1,1,1,1,1,1
Z104473074,7,0.92,2.4817100065481554,results_fda/Z104473074_cyes/rank7_confidence-0.92.sdf,1,1,1,1,1,1,1,1,1,1
Z104473074,8,0.95,1.963969949475568,results_fda/Z104473074_cyes/rank8_confidence-0.95.sdf,1,1,1,1,1,1,1,1,1,1
Z104473074,9,2.74,16.533207083794473,results_fda/Z104473074_cyes/rank9_confidence-2.74.sdf,1,1,1,1,1,1,1,1,1,1
Z104473192,10,5.22,26.084443866042506,results_fda/Z104473192_cyes/rank10_confidence-5.22.sdf,1,1,1,1,1,1,1,1,1,1
Z104473192,1,0.5,3.4885390974154653,results_fda/Z104473192_cyes/rank1_confidence-0.50.sdf,1,1,1,1,1,1,1,1,1,1
Z104473192,2,0.59,1.809201914587967,results_fda/Z104473192_cyes/rank2_confidence-0.59.sdf,1,1,1,1,1,1,1,1,1,1
Z104473192,3,0.78,2.007684634348845,results_fda/Z104473192_cyes/rank3_confidence-0.78.sdf,1,1,1,1,1,1,1,1,1,1
Z104473192,4,1.1,1.4011829803961946,results_fda/Z104473192_cyes/rank4_confidence-1.10.sdf,1,1,1,1,1,1,1,1,1,1
Z104473192,5,1.25,0.9826374349993688,results_fda/Z104473192_cyes/rank5_confidence-1.25.sdf,1,1,1,1,1,1,1,1,1,1
Z104473192,6,1.8,4.305218179760139,results_fda/Z104473192_cyes/rank6_confidence-1.80.sdf,1,1,1,1,1,1,1,1,1,1
Z104473192,7,1.9,43.94178965169945,results_fda/Z104473192_cyes/rank7_confidence-1.90.sdf,1,1,1,1,1,1,1,1,1,1
Z104473192,8,2.28,4.88764831142685,results_fda/Z104473192_cyes/rank8_confidence-2.28.sdf,1,1,1,1,1,1,1,1,1,1
Z104473192,9,3.21,40.84253033732804,results_fda/Z104473192_cyes/rank9_confidence-3.21.sdf,1,1,1,1,1,1,1,1,1,1
Z104473434,10,6.63,18.61670982989256,results_fda/Z104473434_cyes/rank10_confidence-6.63.sdf,1,1,1,1,1,1,1,1,1,1
Z104473434,1,0.14,1.7133405404589246,results_fda/Z104473434_cyes/rank1_confidence0.14.sdf,1,1,1,1,1,1,1,1,1,1
Z104473434,2,0.13,1.7398583654810316,results_fda/Z104473434_cyes/rank2_confidence0.13.sdf,1,1,1,1,1,1,1,1,1,1
Z104473434,3,0.12,1.7416718088426062,results_fda/Z104473434_cyes/rank3_confidence0.12.sdf,1,1,1,1,1,1,1,1,1,1
Z104473434,4,0.11,1.6660116946881198,results_fda/Z104473434_cyes/rank4_confidence0.11.sdf,1,1,1,1,1,1,1,1,1,1
Z104473434,5,0.06,1.6170262463091236,results_fda/Z104473434_cyes/rank5_confidence0.06.sdf,1,1,1,1,1,1,1,1,1,1
Z104473434,6,0.05,1.6600330728007595,results_fda/Z104473434_cyes/rank6_confidence0.05.sdf,1,1,1,1,1,1,1,1,1,1
Z104473434,7,0.03,1.6117203813662369,results_fda/Z104473434_cyes/rank7_confidence0.03.sdf,1,1,1,1,1,1,1,1,1,1
Z104473434,8,1.31,23.80647287301356,results_fda/Z104473434_cyes/rank8_confidence-1.31.sdf,1,1,1,1,1,1,1,1,1,1
Z104473434,9,1.46,29.365767550928247,results_fda/Z104473434_cyes/rank9_confidence-1.46.sdf,1,1,1,1,1,1,1,1,1,1
Z104473554,10,3.82,25.50942212898301,results_fda/Z104473554_cyes/rank10_confidence-3.82.sdf,1,1,1,1,1,1,1,1,1,1
Z104473554,1,0.51,6.687596034594145,results_fda/Z104473554_cyes/rank1_confidence-0.51.sdf,1,1,1,1,1,1,1,1,1,1
Z104473554,2,0.59,1.900609370774959,results_fda/Z104473554_cyes/rank2_confidence-0.59.sdf,1,1,1,1,1,1,1,1,1,1
Z104473554,3,0.64,1.6978026473211134,results_fda/Z104473554_cyes/rank3_confidence-0.64.sdf,1,1,1,1,1,1,1,1,1,1
Z104473554,4,0.94,1.6505190669579772,results_fda/Z104473554_cyes/rank4_confidence-0.94.sdf,1,1,1,1,1,1,1,1,1,1
Z104473554,5,1.18,6.798899344279159,results_fda/Z104473554_cyes/rank5_confidence-1.18.sdf,1,1,1,1,1,1,1,1,1,1
Z104473554,6,1.19,1.575478387288946,results_fda/Z104473554_cyes/rank6_confidence-1.19.sdf,1,1,1,1,1,1,1,1,1,1
Z104473554,7,1.52,7.284316328188138,results_fda/Z104473554_cyes/rank7_confidence-1.52.sdf,1,1,1,1,1,1,1,1,1,1
Z104473554,8,2.15,3.0242305324053214,results_fda/Z104473554_cyes/rank8_confidence-2.15.sdf,1,1,1,1,1,1,1,1,1,1
Z104473554,9,2.34,9.559853579733286,results_fda/Z104473554_cyes/rank9_confidence-2.34.sdf,1,1,1,1,1,1,1,1,1,1
Z104473570,10,5.22,19.00735728648087,results_fda/Z104473570_cyes/rank10_confidence-5.22.sdf,1,1,1,1,1,1,1,1,1,1
Z104473570,1,0.1,0.4998300851050045,results_fda/Z104473570_cyes/rank1_confidence-0.10.sdf,1,1,1,1,1,1,1,1,1,1
Z104473570,2,0.12,0.7269000527250474,results_fda/Z104473570_cyes/rank2_confidence-0.12.sdf,1,1,1,1,1,1,1,1,1,1
Z104473570,3,0.13,3.959544177534969,results_fda/Z104473570_cyes/rank3_confidence-0.13.sdf,1,1,1,1,1,1,1,1,1,1
Z104473570,4,0.16,3.214729073697763,results_fda/Z104473570_cyes/rank4_confidence-0.16.sdf,1,1,1,1,1,1,1,1,1,1
Z104473570,5,0.23,0.6296962374287122,results_fda/Z104473570_cyes/rank5_confidence-0.23.sdf,1,1,1,1,1,1,1,1,1,1
Z104473570,6,0.35,0.774468797334067,results_fda/Z104473570_cyes/rank6_confidence-0.35.sdf,1,1,1,1,1,1,1,1,1,1
Z104473570,7,0.38,0.2373855840683614,results_fda/Z104473570_cyes/rank7_confidence-0.38.sdf,1,1,1,1,1,1,1,1,1,1
Z104473570,8,0.51,1.2524714399581651,results_fda/Z104473570_cyes/rank8_confidence-0.51.sdf,1,1,1,1,1,1,1,1,1,1
Z104473570,9,5.0,28.569202791313373,results_fda/Z104473570_cyes/rank9_confidence-5.00.sdf,1,1,1,1,1,1,1,1,1,1
Z104473594,10,3.46,16.008220064920224,results_fda/Z104473594_cyes/rank10_confidence-3.46.sdf,1,1,1,1,1,1,1,1,1,1
Z104473594,1,0.75,1.9944738032032363,results_fda/Z104473594_cyes/rank1_confidence-0.75.sdf,1,1,1,1,1,1,1,1,1,1
Z104473594,2,0.75,2.263697314034813,results_fda/Z104473594_cyes/rank2_confidence-0.75.sdf,1,1,1,1,1,1,1,1,1,1
Z104473594,3,1.32,3.670269613014508,results_fda/Z104473594_cyes/rank3_confidence-1.32.sdf,1,1,1,1,1,1,1,1,1,1
Z104473594,4,1.39,2.8408779733531184,results_fda/Z104473594_cyes/rank4_confidence-1.39.sdf,1,1,1,1,1,1,1,1,1,1
Z104473594,5,1.41,2.701137743668269,results_fda/Z104473594_cyes/rank5_confidence-1.41.sdf,1,1,1,1,1,1,1,1,1,1
Z104473594,6,1.43,5.884042875611545,results_fda/Z104473594_cyes/rank6_confidence-1.43.sdf,1,1,1,1,1,1,1,1,1,1
Z104473594,7,1.48,0.2802516320479638,results_fda/Z104473594_cyes/rank7_confidence-1.48.sdf,1,1,1,1,1,1,1,1,1,1
Z104473594,8,2.14,42.15527205570968,results_fda/Z104473594_cyes/rank8_confidence-2.14.sdf,1,1,1,1,1,1,1,1,1,1
Z104473594,9,2.28,42.49882987991616,results_fda/Z104473594_cyes/rank9_confidence-2.28.sdf,1,1,1,1,1,1,1,1,1,1
Z104473818,10,6.91,18.50348361597047,results_fda/Z104473818_cyes/rank10_confidence-6.91.sdf,1,1,1,1,1,1,1,1,1,1
Z104473818,1,0.13,1.8871658596580307,results_fda/Z104473818_cyes/rank1_confidence0.13.sdf,1,1,1,1,1,1,1,1,1,1
Z104473818,2,0.06,1.6704548654236595,results_fda/Z104473818_cyes/rank2_confidence0.06.sdf,1,1,1,1,1,1,1,1,1,1
Z104473818,3,0.06,1.658508859515929,results_fda/Z104473818_cyes/rank3_confidence0.06.sdf,1,1,1,1,1,1,1,1,1,1
Z104473818,4,0.05,1.6622701345453987,results_fda/Z104473818_cyes/rank4_confidence0.05.sdf,1,1,1,1,1,1,1,1,1,1
Z104473818,5,0.04,1.614935150932561,results_fda/Z104473818_cyes/rank5_confidence0.04.sdf,1,1,1,1,1,1,1,1,1,1
Z104473818,6,0.02,1.6943392718562391,results_fda/Z104473818_cyes/rank6_confidence0.02.sdf,1,1,1,1,1,1,1,1,1,1
Z104473818,7,0.02,1.715497170798988,results_fda/Z104473818_cyes/rank7_confidence0.02.sdf,1,1,1,1,1,1,1,1,1,1
Z104473818,8,0.02,1.617092926595616,results_fda/Z104473818_cyes/rank8_confidence0.02.sdf,1,1,1,1,1,1,1,1,1,1
Z104473818,9,2.23,19.45701043635029,results_fda/Z104473818_cyes/rank9_confidence-2.23.sdf,1,1,1,1,1,1,1,1,1,1
Z104473820,1,0.02,1.4148298910803998,results_fda/Z104473820_cyes/rank1_confidence0.02.sdf,1,1,1,1,1,1,1,1,1,1
Z104473820,2,0.02,1.3675611968123502,results_fda/Z104473820_cyes/rank2_confidence0.02.sdf,1,1,1,1,1,1,1,1,1,1
Z104473820,3,0.01,1.435358897177402,results_fda/Z104473820_cyes/rank3_confidence-0.01.sdf,1,1,1,1,1,1,1,1,1,1
Z104473820,4,0.02,1.398988290434406,results_fda/Z104473820_cyes/rank4_confidence-0.02.sdf,1,1,1,1,1,1,1,1,1,1
Z104473820,5,0.03,1.3430256836351189,results_fda/Z104473820_cyes/rank5_confidence-0.03.sdf,1,1,1,1,1,1,1,1,1,1
Z104473820,6,0.07,1.2708677063070253,results_fda/Z104473820_cyes/rank6_confidence-0.07.sdf,1,1,1,1,1,1,1,1,1,1
Z104473820,7,0.83,3.519803781582552,results_fda/Z104473820_cyes/rank7_confidence-0.83.sdf,1,1,1,1,1,1,1,1,1,1
Z104473820,8,1.0,3.960474476946395,results_fda/Z104473820_cyes/rank8_confidence-1.00.sdf,1,1,1,1,1,1,1,1,1,1
Z104473820,9,4.41,18.93575818279049,results_fda/Z104473820_cyes/rank9_confidence-4.41.sdf,1,1,1,1,1,1,1,1,1,1
Z104473830,10,3.16,15.97782537752967,results_fda/Z104473830_cyes/rank10_confidence-3.16.sdf,1,1,1,1,1,1,1,1,1,1
Z104473830,1,0.19,1.786278065402923,results_fda/Z104473830_cyes/rank1_confidence0.19.sdf,1,1,1,1,1,1,1,1,1,1
Z104473830,2,0.18,1.8000208460298508,results_fda/Z104473830_cyes/rank2_confidence0.18.sdf,1,1,1,1,1,1,1,1,1,1
Z104473830,3,0.17,1.821402506029682,results_fda/Z104473830_cyes/rank3_confidence0.17.sdf,1,1,1,1,1,1,1,1,1,1
Z104473830,4,0.14,1.7843284311467058,results_fda/Z104473830_cyes/rank4_confidence0.14.sdf,1,1,1,1,1,1,1,1,1,1
Z104473830,5,0.11,1.6691104830089185,results_fda/Z104473830_cyes/rank5_confidence0.11.sdf,1,1,1,1,1,1,1,1,1,1
Z104473830,6,0.08,1.7924054574502302,results_fda/Z104473830_cyes/rank6_confidence0.08.sdf,1,1,1,1,1,1,1,1,1,1
Z104473830,7,0.07,1.6731716612967091,results_fda/Z104473830_cyes/rank7_confidence0.07.sdf,1,1,1,1,1,1,1,1,1,1
Z104473830,8,0.2,8.727138165715456,results_fda/Z104473830_cyes/rank8_confidence-0.20.sdf,1,1,1,1,1,1,1,1,1,1
Z104473830,9,2.55,17.25121932478371,results_fda/Z104473830_cyes/rank9_confidence-2.55.sdf,1,1,1,1,1,1,1,1,1,1
Z104473900,10,5.6,31.74278484010945,results_fda/Z104473900_cyes/rank10_confidence-5.60.sdf,1,1,1,1,1,1,1,1,1,1
Z104473900,1,0.18,2.626389282216476,results_fda/Z104473900_cyes/rank1_confidence0.18.sdf,1,1,1,1,1,1,1,1,1,1
Z104473900,2,0.15,2.6157232438730174,results_fda/Z104473900_cyes/rank2_confidence0.15.sdf,1,1,1,1,1,1,1,1,1,1
Z104473900,3,0.14,2.6225021053728583,results_fda/Z104473900_cyes/rank3_confidence0.14.sdf,1,1,1,1,1,1,1,1,1,1
Z104473900,4,0.11,2.549297354334343,results_fda/Z104473900_cyes/rank4_confidence0.11.sdf,1,1,1,1,1,1,1,1,1,1
Z104473900,5,0.06,2.7250782835133527,results_fda/Z104473900_cyes/rank5_confidence0.06.sdf,1,1,1,1,1,1,1,1,1,1
Z104473900,6,2.58,29.97175526792602,results_fda/Z104473900_cyes/rank6_confidence-2.58.sdf,1,1,1,1,1,1,1,1,1,1
Z104473900,7,2.89,30.69493079784692,results_fda/Z104473900_cyes/rank7_confidence-2.89.sdf,1,1,1,1,1,1,1,1,1,1
Z104473900,8,3.95,29.086745274051285,results_fda/Z104473900_cyes/rank8_confidence-3.95.sdf,1,1,1,1,1,1,1,1,1,1
Z104473900,9,4.14,30.654414722068967,results_fda/Z104473900_cyes/rank9_confidence-4.14.sdf,1,1,1,1,1,1,1,1,1,1
Z104473910,10,5.42,34.94065190008888,results_fda/Z104473910_cyes/rank10_confidence-5.42.sdf,1,1,1,1,1,1,1,1,1,1
Z104473910,1,1.53,6.833454197803943,results_fda/Z104473910_cyes/rank1_confidence-1.53.sdf,1,1,1,1,1,1,1,1,1,1
Z104473910,2,2.31,8.930740329436976,results_fda/Z104473910_cyes/rank2_confidence-2.31.sdf,1,1,1,1,1,1,1,1,1,1
Z104473910,3,2.88,19.08782286385285,results_fda/Z104473910_cyes/rank3_confidence-2.88.sdf,1,1,1,1,1,1,1,1,1,1
Z104473910,4,3.52,28.142226107622506,results_fda/Z104473910_cyes/rank4_confidence-3.52.sdf,1,1,1,1,1,1,1,1,1,1
Z104473910,5,3.7,16.865353018207152,results_fda/Z104473910_cyes/rank5_confidence-3.70.sdf,1,1,1,1,1,1,1,1,1,1
Z104473910,6,4.07,27.687296390859828,results_fda/Z104473910_cyes/rank6_confidence-4.07.sdf,1,1,1,1,1,1,1,1,1,1
Z104473910,7,4.13,44.64686899827431,results_fda/Z104473910_cyes/rank7_confidence-4.13.sdf,1,1,1,1,1,1,1,1,1,1
Z104473910,8,4.2,19.12680838981581,results_fda/Z104473910_cyes/rank8_confidence-4.20.sdf,1,1,1,1,1,1,1,1,1,1
Z104473910,9,4.64,19.672397407593028,results_fda/Z104473910_cyes/rank9_confidence-4.64.sdf,1,1,1,1,1,1,1,1,1,1
Z104473974,10,4.38,31.490327341466585,results_fda/Z104473974_cyes/rank10_confidence-4.38.sdf,1,1,1,1,1,1,1,1,1,1
Z104473974,1,0.07,1.576062778435232,results_fda/Z104473974_cyes/rank1_confidence-0.07.sdf,1,1,1,1,1,1,1,1,1,1
Z104473974,2,0.11,1.5650286047190376,results_fda/Z104473974_cyes/rank2_confidence-0.11.sdf,1,1,1,1,1,1,1,1,1,1
Z104473974,3,0.11,1.563004827154415,results_fda/Z104473974_cyes/rank3_confidence-0.11.sdf,1,1,1,1,1,1,1,1,0,0
Z104473974,4,0.37,2.4698592131065333,results_fda/Z104473974_cyes/rank4_confidence-0.37.sdf,1,1,1,1,1,1,1,1,1,1
Z104473974,5,0.39,1.3246764016689945,results_fda/Z104473974_cyes/rank5_confidence-0.39.sdf,1,1,1,1,1,1,1,1,0,0
Z104473974,6,2.82,4.0930727078182505,results_fda/Z104473974_cyes/rank6_confidence-2.82.sdf,1,1,1,1,1,1,1,1,1,1
Z104473974,7,3.01,29.455322137920646,results_fda/Z104473974_cyes/rank7_confidence-3.01.sdf,1,1,1,1,1,1,1,1,1,1
Z104473974,8,3.17,34.212000729875086,results_fda/Z104473974_cyes/rank8_confidence-3.17.sdf,1,1,1,1,1,1,1,1,1,1
Z104473974,9,3.28,14.84410844414765,results_fda/Z104473974_cyes/rank9_confidence-3.28.sdf,1,1,1,1,1,1,1,1,1,1
Z104474028,10,0.91,0.8444454800443161,results_fda/Z104474028_cyes/rank10_confidence-0.91.sdf,1,1,1,1,1,1,1,1,1,1
Z104474028,1,0.08,1.7929806128392392,results_fda/Z104474028_cyes/rank1_confidence0.08.sdf,1,1,1,1,1,1,1,1,1,1
Z104474028,2,0.04,1.7313433217784615,results_fda/Z104474028_cyes/rank2_confidence0.04.sdf,1,1,1,1,1,1,1,1,1,1
Z104474028,3,0.04,1.506414928243946,results_fda/Z104474028_cyes/rank3_confidence0.04.sdf,1,1,1,1,1,1,1,1,1,1
Z104474028,4,0.02,1.3859400753460245,results_fda/Z104474028_cyes/rank4_confidence-0.02.sdf,1,1,1,1,1,1,1,1,1,1
Z104474028,5,0.02,1.499611034811003,results_fda/Z104474028_cyes/rank5_confidence-0.02.sdf,1,1,1,1,1,1,1,1,1,1
Z104474028,6,0.04,1.4364368714463698,results_fda/Z104474028_cyes/rank6_confidence-0.04.sdf,1,1,1,1,1,1,1,1,1,1
Z104474028,7,0.07,1.3466546304529183,results_fda/Z104474028_cyes/rank7_confidence-0.07.sdf,1,1,1,1,1,1,1,1,1,1
Z104474028,8,0.18,1.2916467205861215,results_fda/Z104474028_cyes/rank8_confidence-0.18.sdf,1,1,1,1,1,1,1,1,1,1
Z104474028,9,0.24,1.5325600650853917,results_fda/Z104474028_cyes/rank9_confidence-0.24.sdf,1,1,1,1,1,1,1,1,1,1
Z104474032,10,0.2,0.3718150542422179,results_fda/Z104474032_cyes/rank10_confidence-0.20.sdf,1,1,1,1,1,1,1,1,1,1
Z104474032,1,0.11,0.7530902847897428,results_fda/Z104474032_cyes/rank1_confidence0.11.sdf,1,1,1,1,1,1,1,1,1,1
Z104474032,2,0.06,0.6855561103612441,results_fda/Z104474032_cyes/rank2_confidence0.06.sdf,1,1,1,1,1,1,1,1,1,1
Z104474032,3,0.03,0.520946462290554,results_fda/Z104474032_cyes/rank3_confidence0.03.sdf,1,1,1,1,1,1,1,1,1,1
